Member ID,2-18,Total
28885355116,1.0,77
28885493204,1.0,77
28885396300,1.0,77
28885482088,1.0,77
28885358957,1.0,77
28885357850,1.0,77
28885604543,1.0,76
28885350800,1.0,76
28885348366,1.0,76
28885354799,1.0,76
28885347344,1.0,76
28885433837,1.0,76
28885356290,1.0,76
28885351794,1.0,76
28885473118,1.0,76
28885414852,1.0,76
28885345906,1.0,76
28885408375,1.0,76
28885505905,1.0,76
28885354755,1.0,76
28885354680,1.0,76
28885347218,1.0,75
28885645779,1.0,75
28885427568,1.0,75
28885358841,1.0,75
28885574084,1.0,75
28885388545,1.0,75
28885352820,1.0,75
28885348746,1.0,75
28885450170,1.0,75
28885358104,1.0,75
28885365488,1.0,74
28885497294,1.0,74
28885380557,1.0,74
28885382235,1.0,74
28885460041,1.0,74
28885424939,1.0,74
28885348824,1.0,74
28885354886,1.0,74
28885371875,1.0,74
28885378696,1.0,74
28885467929,1.0,74
28885346205,1.0,74
28885359391,1.0,73
28885356909,1.0,73
28885372592,1.0,73
28885765323,1.0,73
28885373375,1.0,73
28885361600,1.0,73
28885361165,1.0,73
28885389329,1.0,73
28885373865,1.0,73
28885345495,1.0,73
28885347827,1.0,73
28885354453,1.0,73
28886466186,1.0,72
28885388945,1.0,72
28885407752,1.0,72
28885374535,1.0,72
28885344317,1.0,72
28885380309,1.0,72
28885349489,1.0,72
28885371891,1.0,72
28885436944,1.0,72
28885426253,1.0,72
28885362326,1.0,72
28885356694,1.0,72
28885371844,1.0,72
28885365178,1.0,72
28885361240,1.0,71
28885361046,1.0,71
28885355966,1.0,71
28885387945,1.0,71
28885351860,1.0,71
28885469837,1.0,71
28885387707,1.0,71
28885438948,1.0,71
28885354574,1.0,71
28885541445,1.0,71
28885371425,1.0,71
28885369189,1.0,71
28885353587,1.0,71
28885436445,1.0,71
28885410510,1.0,71
28885398209,1.0,71
28885436697,1.0,71
28885351840,1.0,70
28885564351,1.0,70
28885418744,1.0,70
28885524536,1.0,70
28885354071,1.0,70
28885390422,1.0,70
28885422895,1.0,70
28885368542,1.0,70
28885479229,1.0,70
28885427091,1.0,70
28885378549,1.0,70
28885366927,1.0,70
28885358220,1.0,69
28885358774,1.0,69
28885358455,1.0,69
28885375390,1.0,69
28885439497,1.0,69
28885377808,1.0,69
28885349194,1.0,69
28885381690,1.0,69
28885383107,1.0,69
28885510867,1.0,69
28885415903,1.0,69
28885384273,1.0,68
28885505898,1.0,68
28885354936,1.0,68
28885406075,1.0,68
28885469976,1.0,68
28885467227,1.0,68
28885355699,1.0,68
28885356614,1.0,68
28885576824,1.0,68
28885391529,1.0,68
28885353610,1.0,68
28885653894,1.0,68
28885370531,1.0,68
28885436351,1.0,68
28885398635,1.0,68
28885550329,1.0,68
28885374884,1.0,68
28885357490,1.0,68
28885353019,1.0,67
28885356413,1.0,67
28885458477,1.0,67
28885358394,1.0,67
28885371900,1.0,67
28885382624,1.0,67
28885357815,1.0,67
28885355912,1.0,67
28885347798,1.0,67
28885627022,1.0,67
28885355794,1.0,67
28885360244,1.0,67
28885475155,1.0,67
28885347260,1.0,67
28885370195,1.0,67
28885468604,1.0,67
28885349747,1.0,66
28885371350,1.0,66
28885425026,1.0,66
28885358165,1.0,66
28885353131,1.0,66
28885352612,1.0,66
28885351504,1.0,66
28885395833,1.0,66
28885348359,1.0,66
28885396611,1.0,66
28885350402,1.0,66
28885354001,1.0,66
28885513936,1.0,66
28885481573,1.0,66
28885436975,1.0,66
28885441736,1.0,66
28885374085,1.0,66
28885360085,1.0,66
28885657618,1.0,66
28885438007,1.0,66
28885468832,1.0,66
28885358379,1.0,65
28885374769,1.0,65
28885551774,1.0,65
28885369521,1.0,65
28885401889,1.0,65
28885378070,1.0,65
28885344097,1.0,65
28885362689,1.0,65
28885350024,1.0,65
28885401156,1.0,65
28885462595,1.0,64
28885397117,1.0,64
28885385630,1.0,64
28885356333,1.0,64
28885350395,1.0,64
28885444946,1.0,64
28885410382,1.0,64
28885423310,1.0,64
28885350911,1.0,64
28885437271,1.0,64
28885351751,1.0,64
28885368547,1.0,64
28885468551,1.0,64
28885386746,1.0,64
28885439729,1.0,64
28885352135,1.0,64
28885694610,1.0,64
28885370849,1.0,64
28885355478,1.0,64
28885353687,1.0,64
28885357078,1.0,63
28885357711,1.0,63
28885396853,1.0,63
28885348852,1.0,63
28885451268,1.0,63
28885356817,1.0,63
28885370516,1.0,63
28885357778,1.0,63
28885345701,1.0,63
28885346808,1.0,63
28885407192,1.0,63
28885361810,1.0,63
28885372515,1.0,63
28885612433,1.0,63
28885369091,1.0,63
28885351486,1.0,63
28885527427,1.0,63
28885849898,1.0,63
28885355780,1.0,63
28885586118,1.0,63
28885347947,1.0,62
28885446282,1.0,62
28885357322,1.0,62
28885478262,1.0,62
28885357463,1.0,62
28885519126,1.0,62
28885356111,1.0,62
28885512475,1.0,62
28885352368,1.0,62
28885424381,1.0,62
28885363514,1.0,62
28885424671,1.0,62
28885357154,1.0,61
28885367164,1.0,61
28885802640,1.0,61
28885373010,1.0,61
28885412245,1.0,61
28885374442,1.0,61
28885371588,1.0,61
28885387910,1.0,61
28885460819,1.0,61
28885355226,1.0,61
28885371154,1.0,61
28885481876,1.0,61
28885380081,1.0,61
28885354465,1.0,61
28885361210,1.0,61
28885348025,1.0,61
28885390001,1.0,61
28885354154,1.0,61
28885369481,1.0,61
28885393203,1.0,61
28885479421,1.0,61
28885353949,1.0,61
28887025926,1.0,61
28885350195,1.0,61
28885772048,1.0,60
28885346053,1.0,60
28885528076,1.0,60
28885380137,1.0,60
28885350727,1.0,60
28885383366,1.0,60
28885383250,1.0,60
28885431489,1.0,60
28885345555,1.0,60
28885373880,1.0,60
28885398693,1.0,60
28885373494,1.0,60
28885384092,1.0,60
28885351184,1.0,60
28885361372,1.0,60
28885433347,1.0,60
28885595954,1.0,60
28885347397,1.0,60
28885389413,1.0,60
28885384785,1.0,60
28885479169,1.0,60
28885372889,1.0,60
28885457343,1.0,60
28885375197,1.0,60
28885354282,1.0,60
28885357389,1.0,60
28885456597,1.0,60
28885356591,1.0,59
28885391113,1.0,59
28885374424,1.0,59
28885344876,1.0,59
28885543747,1.0,59
28885373757,1.0,59
28885374568,1.0,59
28885353502,1.0,59
28886505958,1.0,59
28885344694,1.0,59
28885360636,1.0,59
28885621296,1.0,59
28885412547,1.0,59
28885371042,1.0,59
28885376456,1.0,59
28885384735,1.0,59
28885472309,1.0,59
28885545253,1.0,59
28885527965,1.0,59
28885374826,1.0,59
28885372926,1.0,59
28885394934,1.0,58
28885613551,1.0,58
28885373850,1.0,58
28885593548,1.0,58
28885676633,1.0,58
28885364975,1.0,58
28885355807,1.0,58
28885386843,1.0,58
28885355144,1.0,58
28885437147,1.0,58
28885372181,1.0,58
28885620434,1.0,58
28885446424,1.0,58
28886674205,1.0,58
28885413455,1.0,58
28885904232,1.0,58
28885408463,1.0,58
28885356812,1.0,58
28886506374,1.0,58
28885378030,1.0,58
28885579077,1.0,58
28885357350,1.0,58
28885352574,1.0,58
28885454374,1.0,58
28885424843,1.0,58
28885357232,1.0,58
28886489925,1.0,58
28885504770,1.0,58
28885597752,1.0,58
28886995823,1.0,58
28885356984,1.0,58
28886513687,1.0,57
28885678226,1.0,57
28885460145,1.0,57
28885396221,1.0,57
28885367526,1.0,57
28885353931,1.0,57
28885371549,1.0,57
28885354164,1.0,57
28885386358,1.0,57
28885434154,1.0,57
28885474309,1.0,57
28885403438,1.0,57
28885358642,1.0,57
28885366399,1.0,57
28885386330,1.0,57
28885373456,1.0,57
28885374135,1.0,57
28885495872,1.0,57
28885360798,1.0,56
28885349751,1.0,56
28885381300,1.0,56
28885365918,1.0,56
28885364021,1.0,56
28885345806,1.0,56
28885375933,1.0,56
28885413898,1.0,56
28885423280,1.0,56
28885360456,1.0,56
28885357671,1.0,56
28885888354,1.0,56
28885453540,1.0,56
28885353163,1.0,56
28885528479,1.0,56
28885504130,1.0,56
28885362022,1.0,56
28885349403,1.0,56
28885484162,1.0,56
28885439173,1.0,56
28885359346,1.0,56
28885384403,1.0,56
28885398197,1.0,56
28885409564,1.0,56
28885469259,1.0,56
28885497940,1.0,56
28885351117,1.0,56
28885610018,1.0,55
28885388141,1.0,55
28885417877,1.0,55
28885435465,1.0,55
28885383806,1.0,55
28885355660,1.0,55
28885397286,1.0,55
28885365236,1.0,55
28885453552,1.0,55
28885357568,1.0,55
28885442809,1.0,55
28885545893,1.0,55
28885394103,1.0,55
28885572225,1.0,55
28885489202,1.0,55
28885807412,1.0,55
28885436141,1.0,55
28885397318,1.0,55
28887049967,1.0,55
28885350253,1.0,55
28885399586,1.0,55
28885623551,1.0,55
28885475617,1.0,55
28885701254,1.0,55
28885410626,1.0,55
28885450370,1.0,55
28885368627,1.0,55
28885375464,1.0,55
28885346529,1.0,55
28885384810,1.0,54
28885364232,1.0,54
28885691250,1.0,54
28885387192,1.0,54
28885371660,1.0,54
28885839658,1.0,54
28885346116,1.0,54
28885538081,1.0,54
28885374669,1.0,54
28885353496,1.0,54
28885766582,1.0,54
28885345294,1.0,54
28885375002,1.0,54
28885482805,1.0,54
28885370778,1.0,54
28885357269,1.0,54
28885783070,1.0,54
28885464674,1.0,54
28885428430,1.0,54
28885370907,1.0,54
28885355739,1.0,54
28885371258,1.0,54
28885353851,1.0,54
28885368859,1.0,54
28885659326,1.0,54
28885367512,1.0,54
28885453632,1.0,54
28885477718,1.0,54
28885396885,1.0,54
28885403881,1.0,54
28885411923,1.0,54
28885628662,1.0,54
28885540034,1.0,54
28885530565,1.0,54
28885380435,1.0,54
28885395875,1.0,54
28885359356,1.0,54
28885377624,1.0,54
28885456229,1.0,53
28885355070,1.0,53
28885395466,1.0,53
28885375954,1.0,53
28885488359,1.0,53
28885354236,1.0,53
28885355474,1.0,53
28885344749,1.0,53
28885378036,1.0,53
28885356001,1.0,53
28885419010,1.0,53
28885386623,1.0,53
28885419160,1.0,53
28885345005,1.0,53
28885357964,1.0,53
28885401114,1.0,53
28885425154,1.0,53
28885358311,1.0,53
28885387203,1.0,53
28885392557,1.0,53
28885359220,1.0,53
28885389286,1.0,53
28885497637,1.0,53
28885373297,1.0,53
28885463687,1.0,53
28885347076,1.0,53
28885529234,1.0,53
28885427651,1.0,53
28885617114,1.0,53
28885402467,1.0,53
28885366051,1.0,53
28885515309,1.0,53
28885482032,1.0,53
28885491561,1.0,53
28886595670,1.0,53
28885385089,1.0,53
28885372482,1.0,52
28885353248,1.0,52
28885371754,1.0,52
28885593022,1.0,52
28885454031,1.0,52
28885593305,1.0,52
28885373740,1.0,52
28885476185,1.0,52
28885493707,1.0,52
28885352615,1.0,52
28885446608,1.0,52
28885483336,1.0,52
28885502627,1.0,52
28885351949,1.0,52
28885363795,1.0,52
28885451282,1.0,52
28885412661,1.0,52
28885631699,1.0,52
28886907742,1.0,52
28885414328,1.0,52
28885349337,1.0,52
28885471816,1.0,52
28885441580,1.0,52
28885858599,1.0,52
28885635852,1.0,52
28885430143,1.0,52
28885432318,1.0,52
28885456289,1.0,52
28885395700,1.0,52
28885364760,1.0,52
28885516662,1.0,51
28885371675,1.0,51
28885373982,1.0,51
28885373232,1.0,51
28885390521,1.0,51
28885384658,1.0,51
28885388297,1.0,51
28885402661,1.0,51
28885388423,1.0,51
28885347089,1.0,51
28885444381,1.0,51
28885520404,1.0,51
28886714164,1.0,51
28885637076,1.0,51
28885374076,1.0,51
28885603909,1.0,51
28885430135,1.0,51
28885354816,1.0,51
28885354804,1.0,51
28885456773,1.0,51
28885410916,1.0,51
28885533388,1.0,51
28885381408,1.0,51
28885355770,1.0,51
28885348046,1.0,51
28885368698,1.0,51
28885412265,1.0,51
28885344987,1.0,51
28885371938,1.0,51
28885356710,1.0,51
28885377132,1.0,51
28885442487,1.0,51
28885620128,1.0,51
28885346134,1.0,51
28885352580,1.0,51
28885472821,1.0,51
28885529427,1.0,51
28885350479,1.0,51
28885361313,1.0,51
28885372724,1.0,51
28885893282,1.0,51
28885385993,1.0,51
28885528495,1.0,51
28885459573,1.0,50
28885419140,1.0,50
28885356368,1.0,50
28885368520,1.0,50
28885526956,1.0,50
28885378125,1.0,50
28885371804,1.0,50
28885456620,1.0,50
28885356263,1.0,50
28885690896,1.0,50
28885435816,1.0,50
28885402358,1.0,50
28885382920,1.0,50
28885443520,1.0,50
28885458463,1.0,50
28885529304,1.0,50
28886462301,1.0,50
28885366477,1.0,50
28885355425,1.0,50
28885375040,1.0,50
28885452136,1.0,50
28885538097,1.0,50
28885484236,1.0,50
28885437403,1.0,50
28885370837,1.0,50
28885568629,1.0,50
28885483150,1.0,50
28885351588,1.0,50
28885369283,1.0,50
28885363719,1.0,50
28885395689,1.0,50
28885387397,1.0,50
28885366219,1.0,50
28885361506,1.0,50
28885397523,1.0,50
28885354750,1.0,50
28885419794,1.0,50
28885453867,1.0,50
28885415043,1.0,50
28885438318,1.0,50
28885384319,1.0,49
28885531116,1.0,49
28885408245,1.0,49
28885400206,1.0,49
28885474005,1.0,49
28885383656,1.0,49
28885424001,1.0,49
28885465641,1.0,49
28885649394,1.0,49
28885402872,1.0,49
28885423812,1.0,49
28885670943,1.0,49
28885857924,1.0,49
28885523029,1.0,49
28885356163,1.0,49
28885482876,1.0,49
28885449931,1.0,49
28885374038,1.0,49
28885497080,1.0,49
28885450869,1.0,49
28885488825,1.0,49
28885353602,1.0,49
28885348384,1.0,49
28885382111,1.0,49
28885669999,1.0,49
28885445311,1.0,49
28885465121,1.0,49
28885348741,1.0,49
28885372717,1.0,49
28885379409,1.0,49
28885370108,1.0,49
28885562975,1.0,49
28885461112,1.0,49
28885469613,1.0,49
28885821152,1.0,49
28885372161,1.0,49
28885438793,1.0,49
28885373349,1.0,49
28885775753,1.0,48
28885389061,1.0,48
28885381711,1.0,48
28885666787,1.0,48
28885425860,1.0,48
28885495576,1.0,48
28885418099,1.0,48
28885468380,1.0,48
28885458528,1.0,48
28885349893,1.0,48
28885366769,1.0,48
28885390853,1.0,48
28885411515,1.0,48
28885590864,1.0,48
28885348413,1.0,48
28885425124,1.0,48
28885383894,1.0,48
28885344186,1.0,48
28885419774,1.0,48
28885358291,1.0,48
28885400093,1.0,48
28885473623,1.0,48
28885358281,1.0,48
28885746916,1.0,48
28885394753,1.0,48
28885382987,1.0,48
28885607999,1.0,48
28885375056,1.0,48
28885510232,1.0,48
28885456344,1.0,48
28886464120,1.0,48
28885487834,1.0,48
28885400318,1.0,48
28885372792,1.0,48
28885448492,1.0,48
28885355635,1.0,48
28885737608,1.0,48
28885355621,1.0,48
28885431577,1.0,48
28885354434,1.0,48
28885354295,1.0,48
28885498611,1.0,48
28885381437,1.0,48
28885547972,1.0,47
28885355547,1.0,47
28885344729,1.0,47
28885375182,1.0,47
28885444884,1.0,47
28885586201,1.0,47
28885462116,1.0,47
28885436859,1.0,47
28885459924,1.0,47
28885521063,1.0,47
28885383018,1.0,47
28885366105,1.0,47
28885373463,1.0,47
28885493153,1.0,47
28885372683,1.0,47
28885546833,1.0,47
28885442015,1.0,47
28885402302,1.0,47
28885410487,1.0,47
28885360363,1.0,47
28885392336,1.0,47
28885394156,1.0,47
28885370654,1.0,47
28885356314,1.0,47
28885459508,1.0,47
28885545398,1.0,47
28885493357,1.0,47
28885381503,1.0,47
28886454942,1.0,47
28885469147,1.0,47
28885375727,1.0,47
28885353071,1.0,47
28885373481,1.0,47
28885352887,1.0,47
28885723549,1.0,47
28885408163,1.0,47
28885390969,1.0,47
28885380064,1.0,47
28885363319,1.0,47
28885355538,1.0,47
28885358627,1.0,47
28885379493,1.0,47
28885393837,1.0,47
28885381736,1.0,47
28885497326,1.0,47
28885388096,1.0,47
28885557303,1.0,47
28885438619,1.0,47
28885676701,1.0,47
28885534258,1.0,46
28885374222,1.0,46
28886597099,1.0,46
28885346723,1.0,46
28885421490,1.0,46
28885359575,1.0,46
28885358617,1.0,46
28885442385,1.0,46
28885476295,1.0,46
28885353471,1.0,46
28885357098,1.0,46
28885436540,1.0,46
28885428045,1.0,46
28885453070,1.0,46
28885371461,1.0,46
28885667746,1.0,46
28885532559,1.0,46
28885367240,1.0,46
28885372188,1.0,46
28885393416,1.0,46
28885453251,1.0,46
28885378652,1.0,46
28885380455,1.0,46
28885390377,1.0,46
28885386993,1.0,46
28885376122,1.0,46
28885591228,1.0,46
28885426927,1.0,46
28885355309,1.0,46
28885687326,1.0,46
28885480491,1.0,46
28885361480,1.0,46
28885638748,1.0,46
28885397057,1.0,46
28885346044,1.0,46
28885423681,1.0,46
28885429685,1.0,46
28885457448,1.0,46
28885400574,1.0,46
28885423898,1.0,46
28885388129,1.0,46
28885496192,1.0,46
28885400504,1.0,46
28885425427,1.0,46
28885346423,1.0,46
28885444832,1.0,46
28885344834,1.0,46
28885361987,1.0,46
28885396190,1.0,46
28885429228,1.0,46
28885694509,1.0,46
28885354708,1.0,46
28885375477,1.0,46
28885524127,1.0,46
28885368065,1.0,46
28885382096,1.0,46
28885394602,1.0,46
28885877067,1.0,46
28885866461,1.0,46
28885477904,1.0,46
28885393232,1.0,45
28885388121,1.0,45
28885410971,1.0,45
28885401761,1.0,45
28885456415,1.0,45
28885645477,1.0,45
28885385394,1.0,45
28885354839,1.0,45
28885545975,1.0,45
28885349457,1.0,45
28885347770,1.0,45
28885559035,1.0,45
28885528534,1.0,45
28885437805,1.0,45
28885387898,1.0,45
28886472351,1.0,45
28885358077,1.0,45
28885384607,1.0,45
28885440513,1.0,45
28885411467,1.0,45
28885391958,1.0,45
28885346640,1.0,45
28885438633,1.0,45
28885688772,1.0,45
28885477044,1.0,45
28885616149,1.0,45
28885376156,1.0,45
28885432334,1.0,45
28885349833,1.0,45
28885360037,1.0,45
28885420509,1.0,45
28885477973,1.0,45
28885357449,1.0,45
28885374128,1.0,45
28885347586,1.0,45
28885370423,1.0,45
28886777540,1.0,45
28885372385,1.0,45
28885416612,1.0,45
28885351407,1.0,45
28885426612,1.0,45
28885406506,1.0,45
28885514768,1.0,45
28885367772,1.0,45
28885507132,1.0,45
28885408964,1.0,45
28885670541,1.0,45
28885528228,1.0,45
28885367558,1.0,45
28885436167,1.0,45
28885594460,1.0,45
28885354320,1.0,45
28885440162,1.0,45
28885526615,1.0,45
28885445110,1.0,45
28885381350,1.0,45
28885417176,1.0,45
28885372815,1.0,45
28885484207,1.0,45
28885540924,1.0,45
28885414985,1.0,45
28885367864,1.0,44
28885348760,1.0,44
28885392799,1.0,44
28885439749,1.0,44
28885357171,1.0,44
28885457192,1.0,44
28885453319,1.0,44
28885369542,1.0,44
28885408406,1.0,44
28885346785,1.0,44
28885436500,1.0,44
28885381018,1.0,44
28885344008,1.0,44
28885471126,1.0,44
28886766775,1.0,44
28885420670,1.0,44
28885354503,1.0,44
28885645062,1.0,44
28885374889,1.0,44
28885540259,1.0,44
28885368060,1.0,44
28885404601,1.0,44
28885444950,1.0,44
28885424284,1.0,44
28885729751,1.0,44
28885438080,1.0,44
28885522094,1.0,44
28885383640,1.0,44
28885365719,1.0,44
28885366352,1.0,44
28885390409,1.0,44
28885444599,1.0,44
28885373168,1.0,44
28885576804,1.0,44
28885359089,1.0,44
28885409284,1.0,44
28885771734,1.0,44
28885390169,1.0,44
28885389936,1.0,44
28885392304,1.0,44
28885346873,1.0,44
28885379928,1.0,44
28885451148,1.0,44
28885360915,1.0,44
28885432138,1.0,44
28885371483,1.0,44
28885399810,1.0,44
28885425286,1.0,44
28885391156,1.0,43
28885357411,1.0,43
28885432133,1.0,43
28885545828,1.0,43
28885385118,1.0,43
28885458561,1.0,43
28885357558,1.0,43
28885457102,1.0,43
28885489314,1.0,43
28885391380,1.0,43
28885347417,1.0,43
28885495835,1.0,43
28885369609,1.0,43
28885417415,1.0,43
28885357294,1.0,43
28885441316,1.0,43
28885381339,1.0,43
28885423593,1.0,43
28885457802,1.0,43
28885361290,1.0,43
28885356675,1.0,43
28885416880,1.0,43
28885356892,1.0,43
28885368769,1.0,43
28885388826,1.0,43
28885408214,1.0,43
28885388820,1.0,43
28885460739,1.0,43
28885355752,1.0,43
28885557214,1.0,43
28885348010,1.0,43
28885345163,1.0,43
28885432623,1.0,43
28885348449,1.0,43
28885387743,1.0,43
28885380716,1.0,43
28886544360,1.0,43
28885443601,1.0,43
28885369145,1.0,43
28885411157,1.0,43
28885358442,1.0,43
28885491574,1.0,43
28885433770,1.0,43
28885392162,1.0,43
28885574514,1.0,43
28886684732,1.0,43
28885345530,1.0,43
28885522069,1.0,43
28885384728,1.0,43
28885498539,1.0,43
28885864058,1.0,43
28885364943,1.0,43
28885367472,1.0,43
28885401376,1.0,43
28885594516,1.0,42
28885350101,1.0,42
28885348070,1.0,42
28885466223,1.0,42
28885354193,1.0,42
28885445660,1.0,42
28885645376,1.0,42
28885423989,1.0,42
28885365174,1.0,42
28885352685,1.0,42
28885565542,1.0,42
28885414364,1.0,42
28885751900,1.0,42
28885356914,1.0,42
28885463595,1.0,42
28885512152,1.0,42
28885450343,1.0,42
28885356381,1.0,42
28885353782,1.0,42
28885893320,1.0,42
28885455271,1.0,42
28885389244,1.0,42
28885668067,1.0,42
28885354770,1.0,42
28885364324,1.0,42
28885449627,1.0,42
28885367001,1.0,42
28885383871,1.0,42
28885349550,1.0,42
28885378485,1.0,42
28885389928,1.0,42
28885349721,1.0,42
28885454982,1.0,42
28885815670,1.0,42
28885411351,1.0,42
28885361471,1.0,42
28885439426,1.0,42
28885354044,1.0,42
